Model,CV_MAE_Avg,CV_STD_Avg,MAE_Bottom,MAE_Up,MAE_Avg,RMSE_Bottom,RMSE_Up,RMSE_Avg,R2_Bottom,R2_Up,R2_Avg,MAPE_Bottom,MAPE_Up,MAPE_Avg,Scaling_Used
LinearRegression,2.4074566759227564e-09,8.708885002568111e-10,5.720408055289038e-10,1.698057970096325e-09,1.1350493878126144e-09,7.966380192547419e-10,2.7852564469978043e-09,1.790947233126273e-09,1.0,1.0,1.0,1.0647987625722227e-14,1.7801551880952507e-14,1.4224769753337367e-14,False
Ridge_Optimized,3.154849673090061e-08,1.618922437970242e-08,3.259227579009944e-08,4.623294005106235e-08,3.94126079205809e-08,3.9583594328518144e-08,5.911037057488262e-08,4.934698245170038e-08,1.0,1.0,1.0,5.159675848140668e-13,4.912878164173556e-13,5.036277006157112e-13,False
BayesianRidge,0.0010275864948912918,0.00044739509631073625,0.0008236919349091577,0.0013131344096799348,0.0010684131722945463,0.0011561706530820472,0.0018523366227737508,0.001504253637927899,1.0,1.0,1.0,1.2335044023096327e-08,1.2801063584225117e-08,1.2568053803660722e-08,False
ElasticNet_Optimized,0.01759915789275191,0.0013659165733323347,0.016406306019454295,0.016281873019861764,0.01634408951965803,0.019848831145936097,0.019696306633393605,0.019772568889664853,1.0,1.0,1.0,2.3830080381715665e-07,1.4692896626326699e-07,1.9261488504021182e-07,False
Lasso_Optimized,12.43557285207999,4.993338328054725,0.023277793677748536,19.63169443188235,9.82748611278005,0.028160166228643535,28.08875833582691,14.058459251027777,0.9999999999999999,0.9999999999670127,0.9999999999835063,3.381717593756583e-07,0.00024020397250279957,0.00012027107213108762,False
Bagging_Optimized,51618.01196357648,55019.089894883655,6433.189655172414,26833.692528735653,16633.441091954035,28229.451635750425,124037.17127344996,76133.31145460019,0.9999191449534696,0.9993567416969594,0.9996379433252145,0.10483630952380953,0.23093987250776057,0.16788809101578506,False
CatBoost_Optimized,99198.94491919602,59488.11886469773,30171.99085772026,64061.77540048196,47116.88312910111,59389.79895802472,150794.99335930886,105092.39615866679,0.9996421294524724,0.9990492736323445,0.9993457015424085,0.4635304623339629,0.6011841252604033,0.5323572937971831,False
